"Release.Date";"Season";"Episode";"Episode.Title";"Name";"Sentence"
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"sam tarly";"no, no. you are his brother. should not you tell him?"
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"bran stark";"i am not his brother. he trusts you more than anyone. now's the time."
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"jon snow";"sam?"
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"sam tarly";"i am sorry, i know i am not supposed to be down here."
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"jon snow";"  you hiding from me?"
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"sam tarly";"of course not."
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"jon snow";"what are you doing in winterfell? or did you read every book in the citadel already?"
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"jon snow";"what is wrong? gilly? is she all right?"
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"sam tarly";"she is good."
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"jon snow";"little sam?"
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"sam tarly";"do not you know?"
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"jon snow";"know what?"
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"sam tarly";"daenerys. she executed my father and brother. they  her prisoners."
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"sam tarly";"she did not tell you."
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"jon snow";"i am so sorry. we need to end this war."
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"sam tarly";"would you have done it?"
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"jon snow";" , i have executed men who disobeyed me."
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"sam tarly";"you have also spared men. thousands of wildlings when they refused to kneel."
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"jon snow";"i was not a king."
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"sam tarly";"but you . you have always been."
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"jon snow";"i gave up my crown, sam."
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"jon snow";"i bent the knee. i am not king in the north anymore."
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"sam tarly";"i am not talking about the king in the north. i am talking about the king of the bloody seven kingdoms."
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"sam tarly";"bran and i worked it out. i had a high septon's diary. bran had whatever bran has."
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"jon snow";"what are you talking about?"
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"sam tarly";"your mother was lyanna stark."
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"sam tarly";"and your father- your real father was rhaegar targaryen. you have never been a bastard. you are aegon targaryen, true heir to the iron throne. i am sorry, i know it is a lot to take in."
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"jon snow";"my father was the most honorable man i ever met. you are saying he lied to me all my life."
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"sam tarly";"no. your father- , ned stark. he promised your mother he would always protect you. and he did. robert would have murdered you if he knew. you are the true king. aegon targaryen, sixth of his name, protector of the realm, all of it."
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"jon snow";"daenerys is our queen."
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"sam tarly";"she should not be."
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"jon snow";"that is treason."
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"sam tarly";"it is the truth. you gave up your crown to save your people. would she do the same?"
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"edd";"stay back, he is got blue eyes!"
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"tormund";"i have always had blue eyes!"
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"beric";"did you find anyone?"
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"edd";"the umber boy."
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"beric";"it is a message. from the night king."
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"tormund";"his army's between us and winterfell. we are on foot."
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"edd";"we rode down from castle black. we can double up on the horses."
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"tormund";"if the horses last, we will get there before the dead."
"2019-04-14";"Season 8";"Episode 1";"Winterfell";"tormund";"we just have to hope the night king does not come first-"
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"daenerys targaryen";"when i was a child, my brother would tell me a bedtime story about the man who murdered our father."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"daenerys targaryen";"who stabbed him in the back and cut his throat. who sat down on the iron throne and watched as his blood poured onto the floor."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"daenerys targaryen";"he told me other stories as . about all the things we would do to that man once we took back the seven kingdoms and had him in our grasp."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"daenerys targaryen";"your sister pledged to send her army north."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"jaime lannister";"she did."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"daenerys targaryen";"i do not see an army. i see one man, with one hand. it appears your sister lied to me."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"jaime lannister";"she lied to me as . she never had any intention of sending her army north."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"jaime lannister";"she has euron greyjoy's fleet and 20,000 fresh troops. the golden company from essos, bought and paid for. even if we defeat the dead, she will have more than enough to destroy the survivors."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"daenerys targaryen";"we""?"
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"jaime lannister";"i promised to fight for the living. i intend to keep that promise."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"tyrion lannister";"your grace, i know my brother-"
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"daenerys targaryen";"like you knew your sister?"
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"tyrion lannister";"he came here alone, knowing full  how he would be received. why would he do that if he  not telling the truth?"
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"daenerys targaryen";"perhaps he trusts his little brother to defend him, right up to the moment he slits my throat."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"sansa stark";"you are right. we can not trust him. he attacked my father in the streets. he tried to destroy my house and my family, the same as he did yours."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"jaime lannister";"do you want me to apologize? i will not. we  at war. everything i did, i did for my house and my family. i would do it all again."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"bran stark";"the things we do for love."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"daenerys targaryen";"so why have you abandoned your house and family now?"
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"jaime lannister";"because this goes beyond loyalty."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"jaime lannister";"this is about survival."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"brienne";"you do not know me , your grace."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"brienne";"but i know ser jaime. he is a man of honor. i was his captor once. but when we  both taken prisoner and the men holding us tried to force themselves on me, ser jaime defended me. and lost his hand because of it."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"brienne";"without him, my lady, you would not be alive. he armed me, armored me, and sent me to find you and bring you home because he would sworn an oath to your mother."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"sansa stark";"you vouch for him?"
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"brienne";"i do."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"sansa stark";"you would fight beside him?"
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"brienne";"i would."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"sansa stark";"i trust you with my life. if you trust him with yours, we should let him stay."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"daenerys targaryen";"what does the warden of the north say about it?"
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"jon snow";"we need every man we can get."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"daenerys targaryen";"very ."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"jaime lannister";"thank you, your grace."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"daenerys targaryen";"either you knew cersei was lying and let me believe otherwise, or you did not know at all. which makes you either a traitor or a fool."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"tyrion lannister";"i was a fool."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"daenerys targaryen";"not for the first time."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"daenerys targaryen";"cersei still sits on the throne. if you can not help me take it back, i will find another hand who can."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"tyrion lannister";"i suspect one of you will be wearing this before it is all over."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"gendry baratheon";"do not you have something better to do?"
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"arya stark";"you make my weapon yet?"
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"gendry baratheon";"just as soon as i am done making a few thousand of these."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"arya stark";"you should make mine first. and make sure it is stronger than this."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"gendry baratheon";"it is strong enough."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"gendry baratheon";"it is going to be safer down in the crypt, you know."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"arya stark";"are you going to be down in the crypt?"
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"gendry baratheon";"no, but-"
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"arya stark";"but you are a fighter."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"gendry baratheon";"i have done my share."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"arya stark";"you have fought them?"
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"gendry baratheon";"i did. some of them."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"arya stark";"how many?"
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"gendry baratheon";"a few. that was enough."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"arya stark";"what are they like?"
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"gendry baratheon";"bad. really bad."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"arya stark";"really bad""?"
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"arya stark";"even a smith's apprentice can do better than ""really bad."" what do they look like? what do they smell like? how do they move? how hard are they to kill?"
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"gendry baratheon";"look, i know you want to fight. and i know you are not scared of rapers or murderers or-this is different. this is-this is death. you want to know what they are like? death. that is what they are like."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"arya stark";"i know death."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"arya stark";"he is got many faces."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"arya stark";"i look forward to seeing this one."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"arya stark";"my weapon?"
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"gendry baratheon";"i will get right on it."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"jaime lannister";"i am sorry for what i did to you."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"bran stark";"you  not sorry then. you  protecting your family."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"jaime lannister";"i am not that person anymore."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"bran stark";"you still would be, if you hadn't pushed me out of that window. and i would still be brandon stark."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"jaime lannister";"you are not?"
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"bran stark";"no. i am something else now."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"jaime lannister";"you are not angry at me."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"bran stark";"i am not angry at anyone."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"jaime lannister";"why did not you tell them?"
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"bran stark";"you will not be able to help us in this fight if i let them murder you first."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"jaime lannister";"what about afterwards?"
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"bran stark";"how do you know there is an afterwards?"
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"tyrion lannister";" , here we are."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"jaime lannister";"yes, here we are."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"tyrion lannister";"together again."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"tyrion lannister";"and the masses rejoice."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"jaime lannister";"how do they feel about their new queen?"
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"tyrion lannister";"she is your new queen too."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"tyrion lannister";"they remember what happened the last time targaryens brought dragons north. they will come around once they see daenerys is different."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"jaime lannister";"and she is? different?"
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"tyrion lannister";"she is."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"jaime lannister";"you are sure about her?"
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"tyrion lannister";"i am."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"jaime lannister";"she did not seem sure about you."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"tyrion lannister";"it is hard to blame her. i made a mistake common to clever people. i underestimated my opponents."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"jaime lannister";"hmm."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"tyrion lannister";"cersei told me the pregnancy had changed her. a chance for you both to start again. and i believed her."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"tyrion lannister";"was she lying about the baby too?"
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"jaime lannister";"no, that part is real."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"jaime lannister";"she is always been good at using the truth to tell lies. i would not be too hard on yourself. she is fooled me more than anybody."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"jaime lannister";"what?"
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"tyrion lannister";"she never fooled you. you always knew exactly what she was, and you loved her anyway."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"tyrion lannister";"so we are going to die at winterfell. not the death i wouldo ve chosen. i always pictured myself dying in my own bed, the age of 80, with a belly full of wine and-"
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"both";"a girl's mouth around-"
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"jaime lannister";"your cock."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"tyrion lannister";"my cock."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"tyrion lannister";"at least cersei will not get to murder me. i am sure i will feel some satisfaction denying her that pleasure while i am being ripped apart by dead men."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"tyrion lannister";"maybe after i am dead i will march down to king's landing and rip her apart."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"brienne";"ser jaime."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"jaime lannister";"lady brienne."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"jaime lannister";"he is come a long way."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"brienne";"he is alright. still has a lot to learn."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"jaime lannister";"i am sure you will teach him. i have been told you are commanding the left flank."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"brienne";"i am. it is, uh-it is good ground."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"jaime lannister";"it is."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"brienne";"the rise, it should give us some advantage."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"brienne";"if we can keep a tight formation, we might be able to beat them back."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"jaime lannister";"yes, i think you are right."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"brienne";"what are you doing?"
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"brienne";"i think you know."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"jaime lannister";"i truly do not."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"brienne";"we have never had a conversation last this long without you insulting me. not once."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"jaime lannister";"you want me to insult you?"
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"brienne";"no!"
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"jaime lannister";"good."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"jaime lannister";"i came to winterfell because-i am not the fighter i used to be. but i would be honored to serve under your command, if you will have me."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"brienne";"i better get back."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"jorah mormont";"forgive me, khaleesi."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"daenerys targaryen";"have you done something to offend me?"
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"jorah mormont";"many things."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"daenerys targaryen";"long ago and long forgiven."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"jorah mormont";"but you did forgive, despite my failures. when i heard you would named tyrion your hand, it broke my heart."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"daenerys targaryen";"when i named him hand, i did not know if i would ever see you again."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"jorah mormont";"you made the right choice."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"daenerys targaryen";"i was not under the impression you liked him very much."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"jorah mormont";"i did not. his mouth hardly stopped moving between volantis and meereen. it was all i could do not to throw him in the sea."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"jorah mormont";"but the mind behind all those words-"
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"daenerys targaryen";"he is made mistakes. serious mistakes."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"jorah mormont";"as have we all. he owns his and learns from them."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"daenerys targaryen";"you are advising me to forgive the man who stole your position?"
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"jorah mormont";"i am. and one other suggestion, if you will allow me."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"royce";"the moment we can get the last infantryman out onto the field, we should shut the gates."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"sansa stark";"keep them open for as long as you can. there are still people coming in from the countryside."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"daenerys targaryen";"lady sansa, i was hoping we could speak alone."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"daenerys targaryen";"i thought you and i  on the verge of agreement before. about ser jaime."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"sansa stark";"brienne has been loyal to me, always. i trust her more than anyone."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"daenerys targaryen";"i wish i could have that kind of faith in my advisors."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"sansa stark";"tyrion is a good man. he was never anything but decent towards me."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"daenerys targaryen";"i did not ask him to be my hand simply because he was good."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"daenerys targaryen";"i asked him to be my hand because he was good, and intelligent, and ruthless when he had to be. he never should have trusted cersei."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"sansa stark";"you never should have either."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"daenerys targaryen";"i thought he knew his sister."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"sansa stark";"families are complicated."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"daenerys targaryen";"ours certainly have been."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"sansa stark";"a sad thing to have in common."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"daenerys targaryen";"we have other things in common. we have both known what it means to lead people who are not inclined to accept a woman's rule. and we have both done a damn good job of it, from what i can tell."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"daenerys targaryen";"and yet, i can not help but feel we are at odds with one another. why is that? your brother."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"sansa stark";"he loves you, you know that."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"daenerys targaryen";"that bothers you."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"sansa stark";"men do stupid things for women. they are easily manipulated."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"daenerys targaryen";"all my life, i have known one goal"
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"sansa stark";"i should have thanked you the moment you arrived. that was a mistake."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"daenerys targaryen";"i am here because i love your brother and i trust him, and i know he is true to his word. he is only the second man in my life i can say that about."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"sansa stark";"who was the first?"
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"daenerys targaryen";"someone taller."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"sansa stark";"and what happens afterwards? we defeat the dead, we destroy cersei. what happens then?"
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"daenerys targaryen";"i take the iron throne."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"sansa stark";"what about the north? it was taken from us, and we took it back. and we said we would never bow to anyone else again. what about the north?"
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"wolkan";"apologies, my lady. your grace."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"daenerys targaryen";"what is it?"
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"theon greyjoy";"my queen."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"daenerys targaryen";"your sister?"
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"theon greyjoy";"she only has a few ships, and she could not sail them here. so, she is sailing to the iron islands instead, to take them back in your name."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"daenerys targaryen";"but why are not you with her?"
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"theon greyjoy";"i want to fight for winterfell, lady sansa, if you will have me."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"man";"milord, we are not soldiers."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"davos";"you are now. look, i made it through most of my years without ever getting near a fight, but then i survived the battle of the bastards. right outside these walls. if i can live through that, you can live through this. they will outfit you with weapons at the forge. right that way."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"man";"thank you."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"gilly";"when the time comes, you will be down in the crypts."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"gilly";"they are the safest place to be. through that archway right over there."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"woman";"thank you."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"teela";"which way should i go?"
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"davos";"which way do you want to go?"
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"teela";"all the children will be going below when the time comes."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"teela";"but both me brothers  soldiers. i want to fight too."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"gilly";"that is good to hear. i am going to be in the crypt with my son, and i would feel a lot better with you down there to protect us."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"davos";"i am sure a lot of people would."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"teela";"all right. i will defend the crypt, then."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"tormund";"my little crow."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"jon snow";"i thought we would lost you."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"tormund";"almost."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"jon snow";"how did you find each other?"
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"edd";"we met up at the last hearth."
